"x","y","occ"
8.973663,39.773783,1
9.506157,40.304178,1
8.59507504810715,38.9630837324521,0
8.9775,39.7715,1
8.944317,39.752621,1
8.4524,39.72789,1
8.995673,39.749658,1
8.859539,40.223115,1
8.940168,40.453189,1
8.50306878191249,39.1544214793769,0
8.943211,39.779101,1
8.77072337447878,39.3956734211516,0
8.994328,39.741484,1
8.946027,39.746757,1
8.59507504810715,38.9714027649271,0
8.98276,39.7648,1
8.795878,39.834802,1
8.82090861058496,39.2376118041268,0
8.9146,39.7772,1
8.711513,40.355232,1
9.56532294615995,39.2625689015518,0
9.62387238828383,40.8182279743751,0
8.974019,39.757069,1
8.63689607819563,39.4705447134266,0
8.752998,40.514869,1
9.41476723784142,39.5204589082765,0
8.973261,39.772344,1
8.88782225872653,40.9846086238749,0
8.88782225872653,40.9679705589249,0
8.634551,40.159269,1
9.35621779571754,39.8365821423262,0
9.13038423323973,39.5121398758015,0
8.984953,39.756163,1
9.00206,39.7386,1
9.25584732350518,40.1776624738008,0
8.972667,39.748146,1
8.413792,40.637376,1
9.24748311748748,40.1360673114258,0
8.420528,40.654247,1
9.22239049943439,39.5703731031265,0
8.97952,39.7352,1
8.46235,39.741948,1
8.378124,40.521149,1
9.14711264527512,40.1859815062758,0
8.959732,39.760432,1
8.45266,39.719786,1
8.53652560598327,39.2542498690768,0
8.95667,39.7385,1
9.33948938368215,39.8282631098512,0
8.999308,39.750621,1
8.983838,39.757709,1
9.316223,40.566976,1
8.972552,39.773429,1
8.78745178651417,39.4788637459016,0
9.14711264527512,41.2341795981247,0
8.77908758049647,39.4123114861016,0
8.7205381383726,39.3457592263017,0
8.45288354580631,39.3208021288767,0
8.986787,39.743588,1
8.43615513377091,39.029635992252,0
8.986342,39.753565,1
8.45288354580631,39.1461024469019,0
8.97256,39.7691,1
9.284934,40.362559,1
8.710823,40.353339,1
9.12202002722204,41.0761179810998,0
8.85436543465574,39.5620540706515,0
8.7121739323549,39.4039924536266,0
9.10529161518664,40.0944721490509,0
9.451011,41.214799,1
8.86272964067344,39.2376118041268,0
9.4649524739476,39.6702014928263,0
8.52816139996558,39.104507284527,0
8.66198869624872,40.8182279743751,0
8.78745178651417,39.2542498690768,0
8.91291487677962,40.9762895913999,0
9.43985985589451,39.5121398758015,0
9.14711264527512,40.1693434413258,0
9.217846,39.32977,1
9.02164955500968,39.5370969732265,0
8.99759,39.7418,1
9.146693,39.185402,1
9.66569341837231,40.7516757145752,0
9.390837,41.222983,1
8.99465,39.7452,1
8.982827,39.77117,1
9.4649524739476,39.3291211613517,0
9.26421152952288,39.7700298825262,0
8.951826,39.750159,1
9.62387238828383,39.7034776227263,0
8.980321,39.76555,1
8.539473,40.440876,1
8.982463,39.766465,1
9.43149564987681,39.4955018108515,0
8.81612,39.83173,1
9.52350191607147,39.4705447134266,0
8.505727,40.360087,1
8.9948,39.7682,1
8.463204,39.751653,1
8.979432,39.760278,1
8.93657,39.7704,1
8.565142,40.344328,1
8.51143298793018,39.2459308366018,0
9.0087,39.7532,1
8.48634036987709,40.002962791826,0
8.94169,39.7481,1
8.99655693695659,39.4372685835266,0
8.95867,39.7474,1
9.28093994155827,39.9114534346011,0
9.535436,40.095608,1
8.956627,39.758187,1
8.60343925412485,39.0129979273021,0
8.966247,39.770599,1
8.990478,39.765006,1
8.38596989766473,40.036238921726,0
9.52350191607147,39.4372685835266,0
9.55695874014226,40.7683137795252,0
8.995241,39.742479,1
8.75399496244338,39.4455876160016,0
8.949876,39.747543,1
9.61550818226613,39.6452443954014,0
8.41942672173552,39.994643759351,0
8.98173,39.773664,1
8.966136,39.769123,1
9.29406,40.828316,1
8.51979719394788,39.3956734211516,0
8.458123,39.733542,1
9.16384105731052,39.5786921356014,0
9.507298,40.304748,1
8.72890234439029,39.1294643819519,0
9.60714397624844,39.6036492330264,0
8.951233,39.01768,1
9.4649524739476,39.6618824603514,0
8.290365,41.064694,1
8.63689607819563,39.2376118041268,0
8.53941,40.440898,1
8.7121739323549,39.5786921356014,0
8.719071,40.291515,1
9.564203,40.028696,1
8.822844,40.218281,1
8.41106251571782,39.2542498690768,0
8.280334,41.063871,1
8.50306878191249,39.4206305185766,0
8.96684,39.7749,1
8.837613,40.041656,1
8.4696119578417,39.2043356742269,0
9.37294620775293,39.8449011748012,0
9.4649524739476,39.2875259989768,0
8.84600122863805,39.4955018108515,0
8.7205381383726,39.6286063304514,0
9.36458200173524,39.6036492330264,0
8.55325401801866,39.1461024469019,0
8.93858,39.7677,1
9.23075470545209,41.0761179810998,0
8.56998243005406,39.4455876160016,0
8.67871710828411,39.1211453494769,0
9.25584732350518,39.961367629451,0
9.64060080031922,39.7949869799512,0
8.842151,40.02164,1
8.92127908279732,39.4955018108515,0
8.414367,40.658207,1
8.99249,39.7617,1
8.58671084208945,39.969686661926,0
9.01328534899198,41.0262037862499,0
9.09692740916894,39.5204589082765,0
8.562864,40.341208,1
8.976024,39.774858,1
9.18056946934591,39.6036492330264,0
8.7038097263372,40.8431850718001,0
9.51513771005378,39.1294643819519,0
9.26421152952288,39.5121398758015,0
8.94291,39.755691,1
8.98215,39.7346,1
9.38131041377063,39.6702014928263,0
8.988012,39.755221,1
8.4696119578417,39.2708879340268,0
9.66569341837231,39.7783489150012,0
9.59877977023074,39.3790353562017,0
8.81254440456726,39.4955018108515,0
9.63223659430153,39.7034776227263,0
9.31439676562906,39.9114534346011,0
9.64896500633692,40.7599947470502,0
9.28930414757597,41.0345228187249,0
8.98909,39.7554,1
8.90455067076192,39.5370969732265,0
8.99283,39.742376,1
8.7121739323549,39.0129979273021,0
8.971118,39.770363,1
8.949168,39.749581,1
8.51979719394788,39.5287779407515,0
8.61180346014254,39.4289495510516,0
8.94893,39.7619,1
8.23541418934619,39.1544214793769,0
8.796964,40.355911,1
8.74563075642569,39.5703731031265,0
8.960107,39.753809,1
8.98507,39.7635,1
8.96685,39.753,1
8.95099,39.749068,1
8.99836,39.7377,1
8.987717,39.761805,1
8.87109384669114,39.5370969732265,0
9.49840929801838,39.6119682655014,0
8.918293,40.343583,1
8.7038097263372,39.6286063304514,0
9.1972978813813,39.8698582722261,0
9.205662087399,40.0445579542009,0
8.97192,39.771482,1
8.36924148562934,39.2126547067018,0
8.963551,39.764616,1
8.97673,39.7664,1
8.96669,39.7672,1
9.51234,40.297975,1
9.59041556421304,39.7367537526263,0
9.49004509200068,39.1876976092769,0
8.51979719394788,39.1627405118519,0
8.971921,39.77473,1
9.10529161518664,40.011281824301,0
8.67035290226642,39.104507284527,0
8.72890234439029,39.3623972912517,0
8.96592,39.7721,1
9.59041556421304,39.6618824603514,0
9.32276097164675,39.9031344021261,0
9.007,39.7458,1
8.859391,40.387191,1
9.14711264527512,41.1509892733747,0
9.08019899713355,40.1360673114258,0
8.42336,40.44676,1
9.47331667996529,39.5287779407515,0
9.53186612208917,39.4289495510516,0
9.164035,40.852886,1
8.95947,39.767856,1
8.9631001128858,40.9762895913999,0
9.43985985589451,39.1627405118519,0
9.552784,41.003035,1
8.24342,41.037002,1
8.26050680739928,39.1377834144269,0
8.952435,39.017447,1
8.85436543465574,39.2459308366018,0
8.950919,39.753361,1
9.63223659430153,39.5953302005514,0
8.875242,40.605569,1
8.99202,39.755678,1
8.982775,39.772525,1
8.77908758049647,40.8265470068501,0
8.88782225872653,39.5038208433265,0
8.62016766616024,38.9131695376022,0
8.952128,39.743779,1
8.959267,39.769,1
9.61550818226613,39.4206305185766,0
9.26421152952288,39.9280914995511,0
8.9738,39.7682,1
8.48634036987709,39.4123114861016,0
8.51979719394788,39.2625689015518,0
8.72890234439029,39.096188252052,0
9.64896500633692,40.7267186171502,0
8.95686,39.758448,1
9.35621779571754,39.7783489150012,0
8.62853187217793,39.029635992252,0
8.60343925412485,39.4622256809516,0
8.61180346014254,39.3956734211516,0
8.794739,40.355553,1
8.9758,39.7777,1
9.00484,39.752,1
8.94647,39.7509,1
8.991175,39.745009,1
9.00222,39.7535,1
8.951103,39.74742,1
9.48168088598299,39.5537350381765,0
8.74563075642569,39.3790353562017,0
8.461247751824,39.1960166417519,0
9.02164955500968,39.5454160057015,0
9.64060080031922,40.8265470068501,0
9.540815,40.467624,1
8.96315,39.756,1
8.947951,39.749401,1
8.950635,39.764592,1
8.45493,39.72507,1
8.93517,39.7759,1
9.02164955500968,41.0178847537749,0
8.97705,39.7486,1
9.17220526332821,39.961367629451,0
9.34785358969984,39.7450727851013,0
9.43149564987681,39.7533918175763,0
8.41942672173552,39.0213169597771,0
9.25584732350518,39.8365821423262,0
9.2140262934167,39.986324726876,0
9.51513771005378,39.6951585902513,0
9.52350191607147,39.1793785768019,0
8.65362449023102,40.8182279743751,0
8.898057,40.346315,1
9.205662087399,41.0511608836749,0
8.369412,40.533481,1
8.98615,39.7688,1
8.78745178651417,39.5703731031265,0
9.41476723784142,39.4871827783765,0
8.56998243005406,39.4705447134266,0
8.455048,39.752999,1
8.851647,40.033221,1
8.961239,39.762143,1
9.52350191607147,39.6369253629264,0
8.51143298793018,39.4289495510516,0
8.68007,40.21726,1
9.54023032810687,39.4289495510516,0
8.539584,40.442186,1
8.62016766616024,39.5204589082765,0
8.95265,39.748,1
8.98709,39.7341,1
8.97534,39.7709,1
9.50677350403608,39.6702014928263,0
8.96221,39.7691,1
9.332198,40.570105,1
8.9324,39.772,1
8.76235916846108,39.3707163237267,0
8.43615513377091,39.2542498690768,0
8.948574,39.746185,1
8.51979719394788,39.1377834144269,0
9.273738,40.612358,1
9.289389,40.389684,1
8.873817,40.605886,1
9.65732921235462,39.8116250449012,0
9.58205135819535,39.7201156876763,0
8.541402,40.43657,1
8.475018,39.741296,1
8.453483,39.721214,1
8.951263,39.745275,1
8.9687,39.7657,1
8.966951,39.753348,1
8.947779,39.758136,1
9.55695874014226,39.6369253629264,0
9.1972978813813,39.953048596976,0
8.95667,39.7427,1
8.65362449023102,39.2459308366018,0
8.84600122863805,39.2708879340268,0
9.50677350403608,39.2958450314518,0
8.951793,39.01746,1
8.868439,40.653285,1
8.976445,39.773186,1
8.56161822403636,39.5537350381765,0
8.25214260138159,39.1211453494769,0
8.61180346014254,39.2542498690768,0
8.4696119578417,39.2376118041268,0
8.949052,39.75398,1
9.471965,41.217903,1
9.14711264527512,39.9364105320261,0
8.839904,40.040631,1
8.980289,39.771398,1
8.537447,40.446998,1
8.973565,39.770304,1
8.55325401801866,39.3457592263017,0
8.16850054120462,40.7599947470502,0
8.53652560598327,39.5370969732265,0
9.318745,40.569214,1
8.974865,39.7761,1
9.54023032810687,40.8099089419001,0
8.420081,40.649921,1
8.95466,39.7427,1
8.92892,39.77086,1
9.13038423323973,41.0677989486248,0
8.843716,40.02271,1
8.685423,40.222387,1
8.40269830970013,39.1876976092769,0
